Name	TYPE	UNII	PT
KIGELIA ACUTIFOLIA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA AETHIOPICA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA AETHIOPUM WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA AFRICANA (LAM.) BENTH.	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA ELLIOTTII WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA ELLIPTICA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA IMPRESSA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA PINNATA (JACQ.) DC.	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA PINNATA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA SPRAGUEANA WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA TALBOTII WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
KIGELIA TRISTIS WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
SAUSAGE TREE [HOC]	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
SAUSAGE TREE WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
SAUSAGETREE WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
SAUSAGE-TREE WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
SOTOR AETHIOPIUMM WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
TANAECIUM PINNATUM WHOLE	SY	0079MEB8ZY	KIGELIA AFRICANA WHOLE
EINECS 203-096-4	CD	007C07V77Z	BIBENZYL
NSC-30686	CD	007C07V77Z	BIBENZYL
BIBENZYL	PT	007C07V77Z	BIBENZYL
1,1'-(1,2-ETHANEDIYL)BISBENZENE	SY	007C07V77Z	BIBENZYL
1,2-DIPHENYLETHANE	SY	007C07V77Z	BIBENZYL
BENZENE, 1,1'-(1,2-ETHANEDIYL)BIS-	SY	007C07V77Z	BIBENZYL
BIBENZYL [MI]	SY	007C07V77Z	BIBENZYL
DIBENZYL	SY	007C07V77Z	BIBENZYL
POA SECUNDA WHOLE	PT	007H7H9S1E	POA SECUNDA WHOLE
AIRA BREVIFOLIA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
AIRA MISSURICA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
AIROPSIS BREVIFOLIA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
ATROPIS CANBYI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
ATROPIS LAEVIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
ATROPIS SCABRELLA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
ATROPIS TENUIFOLIA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
BIG BLUEGRASS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
FESTUCA PATAGONICA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
FESTUCA SPANIANTHA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
GLYCERIA CANBYI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PANEION SANDBERGII WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PANICULARIA NUTTALLIANA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PANICULARIA SCABRELLA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA ACUTIGLUMIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA ALCEA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA AMPLA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA BUCKLEYANA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA CANBYI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA CAPILLARIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA FALLENS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA FULVESCENS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA GRACILLIMA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA HELLERI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA INCURVA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA INVAGINATA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA LAEVIGATA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA LAEVIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA LECKENBYI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA LUCIDA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA MULTNOMAE WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA NEVADENSIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA NUDATA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA ORCUTTIANA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA SANDBERGII WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA SAXATILIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA SECUNDA J. PRESL	SY	007H7H9S1E	POA SECUNDA WHOLE
POA STENANTHA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA TENERRIMA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
POA WYOMINGENSIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PUCCINELLIA CANBYI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PUCCINELLIA LAEVIS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
PUCCINELLIA SCABRELLA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
SANDBERG BLUEGRASS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
SANDBERG'S BLUEGRASS WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
SCLEROCHLOA CALIFORNICA WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
SPOROBOLUS BOLANDERI WHOLE	SY	007H7H9S1E	POA SECUNDA WHOLE
TECHNETIUM TC-99M FERPENTETATE	PT	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC 99M FERPENTETATE	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC 99M FERPENTETATE [USP]	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC 99M FERPENTETATE [WHO-DD]	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC 99M IRON ASCORBATE PENTETIC ACID COMPLEX	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC-99M FERPENTETATE KIT	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC-99M FERPENTETATE KIT [ORANGE BOOK]	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TECHNETIUM TC-99M IRON ASCORBATE DTPA KIT	SY	007KG0HTO5	TECHNETIUM TC-99M FERPENTETATE
TIPROPIDIL	PT	007QF56M4D	TIPROPIDIL
1-(P-(ISOPROPYLTHIO)PHENOXY)-3-(OCTYLAMINO)-2-PROPANOL	SY	007QF56M4D	TIPROPIDIL
2-PROPANOL, 1-(4-((1-METHYLETHYL)THIO)PHENOXY)-3-(OCTYLAMINO)-	SY	007QF56M4D	TIPROPIDIL
TIPROPIDIL [INN]	SY	007QF56M4D	TIPROPIDIL
TIPROPIDIL [WHO-DD]	SY	007QF56M4D	TIPROPIDIL
CI 76085	CD	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
CI-76085	CD	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
EINECS 202-951-9	CD	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
N-PHENYL-P-PHENYLENEDIAMINE	PT	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
1,4-BENZENEDIAMINE, N1-PHENYL-	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
N,4'-BIANILINE	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
N-PHENYL-1,4-BENZENEDIAMINE	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
N-PHENYL-P-AMINOANILINE	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
N-PHENYL-P-PHENYLENEDIAMINE [INCI]	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
P-AMINODIPHENYLAMINE [HSDB]	SY	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
RODOL GRAY B BASE	TR	007X4XXS71	N-PHENYL-P-PHENYLENEDIAMINE
2,3,4,4',5,6-HEXACHLOROBIPHENYL	PT	00865O20QZ	2,3,4,4',5,6-HEXACHLOROBIPHENYL
PCB 166	SY	00865O20QZ	2,3,4,4',5,6-HEXACHLOROBIPHENYL
EINECS 217-162-5	CD	008803351S	CYCLOPROPANECARBOXYLIC ACID
NSC-1112	CD	008803351S	CYCLOPROPANECARBOXYLIC ACID
CYCLOPROPANECARBOXYLIC ACID	PT	008803351S	CYCLOPROPANECARBOXYLIC ACID
CARBOXYCYCLOPROPANE	SY	008803351S	CYCLOPROPANECARBOXYLIC ACID
CYCLOPROPIONIC ACID	SY	008803351S	CYCLOPROPANECARBOXYLIC ACID
CYCLOPROPYLCARBOXYLIC ACID	SY	008803351S	CYCLOPROPANECARBOXYLIC ACID
AGAVE TEQUILANA WHOLE	PT	0088043RDR	AGAVE TEQUILANA WHOLE
AGAVE TEQUILANA F.A.C WEBER	SY	0088043RDR	AGAVE TEQUILANA WHOLE
BLUE AGAVE WHOLE	SY	0088043RDR	AGAVE TEQUILANA WHOLE
MEZCAL AZUL TEQUILERO WHOLE	SY	0088043RDR	AGAVE TEQUILANA WHOLE
TEQUILA AGAVE WHOLE	SY	0088043RDR	AGAVE TEQUILANA WHOLE
LONGNOSED CHIMERA, COOKED	PT	008B4980NR	LONGNOSED CHIMERA, COOKED
ANTELIOCHIMAERA CHAETIRHAMPHUS FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
BENTNOSE RABBITFISH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
BIGSPINE SPOOKFISH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARIOTTA RALEIGHANA FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARRIOTTA CURTISSJAMESI FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARRIOTTA OPISTHOPTERA FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARRIOTTA RALEIGHANA FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARRIOTTA RALEIGHANA MUSCLE, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
HARRIOTTA RALEIGHANA, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
LONGNOSE CHIMAERA, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
LONGNOSE SPOOKEFISH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
LONGNOSED CHIMERA FLESH, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
PACIFIC LONGNOSE CHIMAERA, COOKED	SY	008B4980NR	LONGNOSED CHIMERA, COOKED
2-DIBENZOFURANAMINE	PT	008JZJ6NVX	2-DIBENZOFURANAMINE
2-AMINODIPHENYLENE OXIDE	SY	008JZJ6NVX	2-DIBENZOFURANAMINE
AMINODIPHENYLENE OXIDE, 2-	SY	008JZJ6NVX	2-DIBENZOFURANAMINE
GENTIANA TRIFLORA ROOT	PT	008PEK497F	GENTIANA TRIFLORA ROOT
CHINESE GENTIAN (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
CHINESE GENTIAN ROOT (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
DRAGON GALL BLADDER HERB (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
GENTIANAE RADIX (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
GENTIANAE RADIX ET RHIZOMA (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
GENTIANAE RADIX ET RHIZOMA (GENTIANA TRIFLORA) [CP]	SY	008PEK497F	GENTIANA TRIFLORA ROOT
JAPANESE GENTIAN (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
LONG DAN (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
LONG DAN CAO (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
LONGDAN (GENTIANA TRIFLORA)	SY	008PEK497F	GENTIANA TRIFLORA ROOT
SAN HUA LONG DAN	SY	008PEK497F	GENTIANA TRIFLORA ROOT
THREE-FLOWER GENTIAN ROOT	SY	008PEK497F	GENTIANA TRIFLORA ROOT
MECLIZINE MONOHYDROCHLORIDE	PT	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
PIPERAZINE, 1-((4-CHLOROPHENYL)PHENYLMETHYL)-4-((3-METHYLPHENYL)METHYL)-, HYDROCHLORIDE (1:1)	SN	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
PIPERAZINE, 1-((4-CHLOROPHENYL)PHENYLMETHYL)-4-((3-METHYLPHENYL)METHYL)-, MONOHYDROCHLORIDE	SN	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
MECLIZINE MONOHYDROCHLORIDE ANHYDROUS	SY	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
MECLOZINE HYDROCHLORIDE	SY	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
MECLOZINE MONOHYDROCHLORIDE	SY	008PUV3986	MECLIZINE MONOHYDROCHLORIDE
CHLOROPHYLL C1	PT	008W2KH70E	CHLOROPHYLL C1
21-PHORBINECARBOXYLIC ACID, 3-(2-CARBOXYETHENYL)-3,4-DIDEHYDRO-9-ETHENYL-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-, 21-METHYL ESTER, MAGNESIUM COMPLEX, (E)-	SY	008W2KH70E	CHLOROPHYLL C1
CHLOROPHYLLIDE C1	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESATE(1-), (21-METHYL (21R)-3-((1E)-2-CARBOXYETHENYL)-3,4-DIDEHYDRO-9-ETHENYL-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-21-PHORBINECARBOXYLATO(3-)-.KAPPA.N23,.KAPPA.N24,.KAPPA.N25,.KAPPA.N26)-, HYDROGEN (1:1), (SP-4-2)-	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESATE(1-), (21-METHYL (21R)-3-((1E)-2-CARBOXYETHENYL)-3,4-DIDEHYDRO-9-ETHENYL-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-21-PHORBINECARBOXYLATO(3-)-.KAPPA.N23,.KAPPA.N24,.KAPPA.N25,.KAPPA.N26)-, HYDROGEN, (SP-4-2)-	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESATE(1-), (21-METHYL 3-(2-CARBOXYETHENYL)-3,4-DIDEHYDRO-9-ETHENYL-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-21-PHORBINECARBOXYLATO(3-)-.KAPPA.N23,.KAPPA.N24,.KAPPA.N25,.KAPPA.N26)-, HYDROGEN, (SP-4-2-(S-(E)))-	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESATE(1-), (21-METHYL 3-(2-CARBOXYETHENYL)-3,4-DIDEHYDRO-9-ETHENYL-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-21-PHORBINECARBOXYLATO(3-)-N23,N24,N25,N26)-, HYDROGEN, (SP-4-2-(S-(E)))-	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESIUM TETRADEHYDROPHEOPORPHYRIN A5 MONOMETHYL ESTER	SY	008W2KH70E	CHLOROPHYLL C1
MAGNESIUM, (DIHYDROGEN 21-CARBOXY-3,4-DIDEHYDRO-14-ETHYL-4,8,13,18-TETRAMETHYL-20-OXO-9-VINYL-3-PHORBINEACRYLATO(2-))-, 21-METHYL ESTER, (E)-	SY	008W2KH70E	CHLOROPHYLL C1
FORSYTHIA VIRIDISSIMA WHOLE	PT	008Y1C20O9	FORSYTHIA VIRIDISSIMA WHOLE
FORSYTHIA VIRIDISSIMA LINDL.	SY	008Y1C20O9	FORSYTHIA VIRIDISSIMA WHOLE
RANGIUM VIRIDISSIMUM WHOLE	SY	008Y1C20O9	FORSYTHIA VIRIDISSIMA WHOLE
EINECS 257-356-7	CD	0091WH7STF	THIDIAZURON
THIDIAZURON	PT	0091WH7STF	THIDIAZURON
1-PHENYL-3-(1,2,3-THIADIAZOL-5-YL)UREA	SY	0091WH7STF	THIDIAZURON
N-PHENYL-N'-1,2,3-THIADIAZOL-5-YLUREA	SY	0091WH7STF	THIDIAZURON
THIDIAZURON [HSDB]	SY	0091WH7STF	THIDIAZURON
THIDIAZURON [ISO]	SY	0091WH7STF	THIDIAZURON
THIDIAZURON [MI]	SY	0091WH7STF	THIDIAZURON
PD-139977	CD	00978E5H3R	NS-102
NS-102	PT	00978E5H3R	NS-102
5-NITRO-6,7,8,9-TETRAHYDRO-1H-BENZO(G)INDOLE-2,3-DIONE 3-OXIME	SY	00978E5H3R	NS-102
NS102	SY	00978E5H3R	NS-102
EINECS 236-692-8	CD	0099V88160	INDIUM TRIBROMIDE
INDIUM TRIBROMIDE	PT	0099V88160	INDIUM TRIBROMIDE
INDIUM BROMIDE (INBR3)	SY	0099V88160	INDIUM TRIBROMIDE
INDIUM TRIBROMIDE [MI]	SY	0099V88160	INDIUM TRIBROMIDE
MECHLORETHAMINE OXIDE HYDROCHLORIDE	PT	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
2,2'-DICHLORO-N-METHYLDIETHYLAMINE N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
2-CHLORO-N-(2-CHLOROETHYL)-N-METHYLETHANAMINE-N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
CHLORMETHINE OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
CHLORMETHINE OXIDE HYDROCHLORIDE [WHO-DD]	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
DIETHYLAMINE, 2,2'-DICHLORO-N-METHYL-, N-OXIDE, COMPD. WITH HYDROCHLORIC ACID	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
ETHANAMINE, 2-CHLORO-N-(2-CHLOROETHYL)-N-METHYL-, N-OXIDE, HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
MECHLORETHAMINE OXIDE HCL	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
MECHLORETHAMINE OXIDE HYDROCHLORIDE [MI]	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
METHYLBIS(.BETA.-CHLOROETHYL)AMINE N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
METHYLBIS(.BETA.-CHLOROETHYL)AMINE OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
METHYLDI(2-CHLOROETHYL)AMINE N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE [HSDB]	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
NITROGEN MUSTARD N-OXIDE HYDROCHLORIDE [JAN]	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
NITROMIN HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
N-METHYL-2,2'-DICHLORODIETHYLAMINE N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
N-METHYLBIS(2-CHLOROETHYL)AMINE N-OXIDE HYDROCHLORIDE	SY	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
MITOMEN	TR	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
MUSTRON	TR	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
NITROMIN	TR	009L92D6OC	MECHLORETHAMINE OXIDE HYDROCHLORIDE
AZ-23	PT	009OMI967N	AZ-23
2,4-PYRIMIDINEDIAMINE, 5-CHLORO-N2-((1S)-1-(5-FLUORO-2-PYRIDINYL)ETHYL)-N4-(5-(1-METHYLETHOXY)-1H-PYRAZOL-3-YL)-	SN	009OMI967N	AZ-23
5-CHLORO-N-((1S)-1-(5-FLUOROPYRIDIN-2-YL)ETHYL)-N'-(5-ISOPROPOXY-1H-PYRAZOL-3-YL)PYRIMIDINE-2,4-DIAMINE	SN	009OMI967N	AZ-23
RICE OIL GLYCERETH-8 ESTERS	PT	009RI221TG	RICE OIL GLYCERETH-8 ESTERS
RICE OIL GLYCERETH-8 ESTERS [INCI]	SY	009RI221TG	RICE OIL GLYCERETH-8 ESTERS
RESPLANTA RICE	TR	009RI221TG	RICE OIL GLYCERETH-8 ESTERS
FLORASULAM	PT	00A64ZX8NB	FLORASULAM
(1,2,4)TRIAZOLO(1,5-C)PYRIMIDINE-2-SULFONAMIDE, N-(2,6-DIFLUOROPHENYL)-8-FLUORO-5-METHOXY-	SY	00A64ZX8NB	FLORASULAM
2',6',8-TRIFLUORO-5-METHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDINE-2-SULFONANILIDE	SY	00A64ZX8NB	FLORASULAM
FLORASULAM [ISO]	SY	00A64ZX8NB	FLORASULAM
FLORASULAM [MI]	SY	00A64ZX8NB	FLORASULAM
N-(2,6-DIFLUOROPHENYL)-8-FLUORO-5-METHOXY(1,2,4)TRIAZOLO(1,5-C)PYRIMIDINE-2-SULFONAMIDE	SY	00A64ZX8NB	FLORASULAM
BOXER	TR	00A64ZX8NB	FLORASULAM
NIKOS	TR	00A64ZX8NB	FLORASULAM
PRIMUS	TR	00A64ZX8NB	FLORASULAM
Y-33075	PT	00ALI1GAY2	Y-33075
BENZAMIDE, 4-(1-AMINOETHYL)-N-1H-PYRROLO(2,3-B)PYRIDIN-4-YL-, (R)-	SN	00ALI1GAY2	Y-33075
Y-39983 FREE BASE	SY	00ALI1GAY2	Y-33075
NSC-643485	CD	00AZ53Z27P	ST-39008
ST-39008	PT	00AZ53Z27P	ST-39008
1,5-BIS(4-CHLOROPHENYL)BIGUANIDE HYDROCHLORIDE	SN	00AZ53Z27P	ST-39008
3-CYANO-1-ISOPROPYLGUANIDINE	SN	00AZ53Z27P	ST-39008
GUANIDINE, N-CYANO-N'-(1-METHYLETHYL)-	SN	00AZ53Z27P	ST-39008
IMIDODICARBONIMIDIC DIAMIDE, N,N'-BIS(4-CHLOROPHENYL)-, HYDROCHLORIDE (1:1)	SN	00AZ53Z27P	ST-39008
PROGUANIL RELATED COMPOUND C	SY	00AZ53Z27P	ST-39008
PROGUANIL RELATED COMPOUND C [USP]	SY	00AZ53Z27P	ST-39008
PROGUANIL RELATED COMPOUND C RS [USP]	SY	00AZ53Z27P	ST-39008
CD	CD	00BH33GNGH	CADMIUM
EINECS 231-152-8	CD	00BH33GNGH	CADMIUM
CADMIUM	PT	00BH33GNGH	CADMIUM
C.I. 77180	SY	00BH33GNGH	CADMIUM
CADMIUM [HSDB]	SY	00BH33GNGH	CADMIUM
CADMIUM [MART.]	SY	00BH33GNGH	CADMIUM
CADMIUM [MI]	SY	00BH33GNGH	CADMIUM
CADMIUM [WHO-DD]	SY	00BH33GNGH	CADMIUM
CADMIUM METAL	SY	00BH33GNGH	CADMIUM
CADMIUM METALLICUM	SY	00BH33GNGH	CADMIUM
CADMIUM METALLICUM [HPUS]	SY	00BH33GNGH	CADMIUM
CADMIUM, ELEMENTAL	SY	00BH33GNGH	CADMIUM
CI 77180	SY	00BH33GNGH	CADMIUM
ELEMENTAL CADMIUM	SY	00BH33GNGH	CADMIUM
PEG-8 CAPRYLIC/CAPRIC GLYCERIDES	PT	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
PEG-8 CAPRYLIC/CAPRIC GLYCERIDES [INCI]	SY	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
POLYETHYLENE GLYCOL 400 CAPRYLATE/CAPRATE GLYCERIDES	SY	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
POLYOXYETHYLENE (8) CAPRYLATE/CAPRATE GLYCERIDES	SY	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
POLYOXYETHYLENE (CAPRYLATE/CAPRATE) GLYCERIDES	SY	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
L.A.S.	TR	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
LABRASOL	TR	00BT03FSO2	PEG-8 CAPRYLIC/CAPRIC GLYCERIDES
PPG-30 CETYL ETHER	PT	00C2W8NVII	PPG-30 CETYL ETHER
POLYOXYPROPYLENE (30) CETYL ETHER	SY	00C2W8NVII	PPG-30 CETYL ETHER
POLYPROPYLENE GLYCOL (30) CETYL ETHER	SY	00C2W8NVII	PPG-30 CETYL ETHER
PPG-30 CETYL ETHER [INCI]	SY	00C2W8NVII	PPG-30 CETYL ETHER
HETOXOL C 30P	TR	00C2W8NVII	PPG-30 CETYL ETHER
EINECS 213-125-2	CD	00C380UHNL	ETHYL HEXYL KETONE
FEMA NO. 3440	CD	00C380UHNL	ETHYL HEXYL KETONE
ETHYL HEXYL KETONE	PT	00C380UHNL	ETHYL HEXYL KETONE
3-NONANONE	SY	00C380UHNL	ETHYL HEXYL KETONE
3-NONANONE [FHFI]	SY	00C380UHNL	ETHYL HEXYL KETONE
CALIFORNIA FLYINGFISH	PT	00CL952Z5H	CALIFORNIA FLYINGFISH
CALIFORNIA FLYINGFISH FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CHEILOPOGON PINNATIBARBATUS FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CHEILOPOGON PINNATIBARBATUS MUSCLE	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CYPSELURUS LINEATUS FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CYPSELURUS MINOS FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CYPSELURUS PINNATIBARBATUS FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
CYPSELURUS PULCHELLUS FLESH	SY	00CL952Z5H	CALIFORNIA FLYINGFISH
