Name	TYPE	UNII	PT
NXL-104 FREE ACID	SY	7352665165	AVIBACTAM
SULFURIC ACID, MONO((1R,2S,5R)-2-(AMINOCARBONYL)-7-OXO-1,6-DIAZABICYCLO(3.2.1)OCT-6-YL) ESTER	SY	7352665165	AVIBACTAM
EINECS 204-493-5	CD	7426719369	N,N-DIMETHYLANILINE
NCI-C56428	CD	7426719369	N,N-DIMETHYLANILINE
NSC-7195	CD	7426719369	N,N-DIMETHYLANILINE
N,N-DIMETHYLANILINE	PT	7426719369	N,N-DIMETHYLANILINE
DIMETHYLANILINE, N,N-	SY	7426719369	N,N-DIMETHYLANILINE
DIMETHYLPHENYLAMINE	SY	7426719369	N,N-DIMETHYLANILINE
N,N-DIMETHYLANILINE [HSDB]	SY	7426719369	N,N-DIMETHYLANILINE
N,N-DIMETHYLANILINE [MI]	SY	7426719369	N,N-DIMETHYLANILINE
N,N-DIMETHYLANILINE [WHO-DD]	SY	7426719369	N,N-DIMETHYLANILINE
N,N-DIMETHYLBENZENAMINE	SY	7426719369	N,N-DIMETHYLANILINE
EINECS 203-010-5	CD	7475820557	ANISYL PHENYLACETATE
FEMA NO. 3740	CD	7475820557	ANISYL PHENYLACETATE
ANISYL PHENYLACETATE	PT	7475820557	ANISYL PHENYLACETATE
4-METHOXYBENZYL PHENYLACETATE	SY	7475820557	ANISYL PHENYLACETATE
ACETIC ACID, PHENYL-, P-METHOXYBENZYL ESTER	SY	7475820557	ANISYL PHENYLACETATE
ANISYL PHENYLACETATE [FHFI]	SY	7475820557	ANISYL PHENYLACETATE
BENZENEACETIC ACID, (4-METHOXYPHENYL)METHYL ESTER	SY	7475820557	ANISYL PHENYLACETATE
BENZYL ALCOHOL, P-METHOXY-, PHENYLACETATE	SY	7475820557	ANISYL PHENYLACETATE
PHENYLACETIC ACID, P-METHOXYBENZYL ESTER	SY	7475820557	ANISYL PHENYLACETATE
P-METHOXYBENZYL PHENYLACETATE	SY	7475820557	ANISYL PHENYLACETATE
IRINOTECAN	PT	7673326042	IRINOTECAN
IRINOTECAN [HSDB]	SY	7673326042	IRINOTECAN
IRINOTECAN [INN]	SY	7673326042	IRINOTECAN
IRINOTECAN [MI]	SY	7673326042	IRINOTECAN
IRINOTECAN [WHO-DD]	SY	7673326042	IRINOTECAN
BIOTECAN	TR	7673326042	IRINOTECAN
AZIDOCILLIN POTASSIUM	PT	7932098147	AZIDOCILLIN POTASSIUM
4-THIA-1-AZABICYCLO(3.2.0)HEPTANE-2-CARBOXYLIC ACID, 6-((AZIDOPHENYLACETYL)AMINO)-3,3-DIMETHYL-7-OXO-, MONOPOTASSIUM SALT, (2S-(2.ALPHA.,5.ALPHA.,6.BETA.(S*)))-	SY	7932098147	AZIDOCILLIN POTASSIUM
AZIDOCILLIN POTASSIUM [WHO-DD]	SY	7932098147	AZIDOCILLIN POTASSIUM
D-(-)-.ALPHA.-AZIDOBENZYLPENICILLIN POTASSIUM SALT	SY	7932098147	AZIDOCILLIN POTASSIUM
14W80	CD	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
EINECS 303-725-3	CD	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-	PT	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
HYDRAZINECARBOXIMIDAMIDE, 2-(CYANO(2,3-DICHLOROPHENYL)METHYLENE)-, (2Z)-	SN	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
(2Z)-(2-(DIAMINOMETHYLIDENE)DIAZANYLIDENE)(2,3-DICHLOROPHENYL)ACETONITRILE	SY	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
LAMOTRIGINE IMPURITY C [EP]	SY	8130245782	(2,3-DICHLOROPHENYL)(GUANIDINYLIMINO)ACETONITRILE, (Z)-
AJOWAN OIL	PT	8715482267	AJOWAN OIL
AJOWAN CARAWAY FRUIT OIL	SY	8715482267	AJOWAN OIL
AJOWAN FRUIT OIL	SY	8715482267	AJOWAN OIL
AJOWAN OIL [MI]	SY	8715482267	AJOWAN OIL
AJOWAN SEED OIL	SY	8715482267	AJOWAN OIL
AMMI COPTICUM FRUIT OIL	SY	8715482267	AJOWAN OIL
BUNIUM COPTICUM FRUIT OIL	SY	8715482267	AJOWAN OIL
CARUM COPTICUM FRUIT OIL	SY	8715482267	AJOWAN OIL
CARUM FRUIT OIL	SY	8715482267	AJOWAN OIL
CARUM SEED OIL	SY	8715482267	AJOWAN OIL
DAUCUS COPTICUS FRUIT OIL	SY	8715482267	AJOWAN OIL
PTYCHOTIS COPTICA FRUIT OIL	SY	8715482267	AJOWAN OIL
SISON AMMI FRUIT OIL	SY	8715482267	AJOWAN OIL
TRACHYSPERMUM AMMI FRUIT OIL	SY	8715482267	AJOWAN OIL
TRACHYSPERMUM COPTICUM FRUIT OIL	SY	8715482267	AJOWAN OIL
YAVANI FRUIT OIL	SY	8715482267	AJOWAN OIL
ATROMEPINE	PT	9042592173	ATROMEPINE
(-)-3.ALPHA.-TROPANYL 2-METHYL-2-PHENYLHYDRACRYLATE	SY	9042592173	ATROMEPINE
ATROMEPINE [INN]	SY	9042592173	ATROMEPINE
ATROMEPINE [MART.]	SY	9042592173	ATROMEPINE
ATROMEPINE [WHO-DD]	SY	9042592173	ATROMEPINE
TRISTRONTIUM DICITRATE	PT	9603695024	TRISTRONTIUM DICITRATE
1,2,3-PROPANETRICARBOXYLIC ACID, 2-HYDROXY-, STRONTIUM SALT (2:3)	SY	9603695024	TRISTRONTIUM DICITRATE
EINECS 231-735-7	CD	9902116282	MYRTECAINE
MYRTECAINE	PT	9902116282	MYRTECAINE
2-(2-(6,6-DIMETHYL-2-NORPINEN-2-YL)ETHOXY)TRIETHYLAMINE	SY	9902116282	MYRTECAINE
MYRTECAINE [INN]	SY	9902116282	MYRTECAINE
MYRTECAINE [MART.]	SY	9902116282	MYRTECAINE
MYRTECAINE [WHO-DD]	SY	9902116282	MYRTECAINE
EINECS 236-102-9	CD	14540119E3	N-VINYLFORMAMIDE
SR-497	CD	14540119E3	N-VINYLFORMAMIDE
N-VINYLFORMAMIDE	PT	14540119E3	N-VINYLFORMAMIDE
FORMAMIDE, N-ETHENYL-	SN	14540119E3	N-VINYLFORMAMIDE
FORMAMIDE, N-VINYL-	SY	14540119E3	N-VINYLFORMAMIDE
N-ETHENYLFORMAMIDE	SY	14540119E3	N-VINYLFORMAMIDE
NVF-P	SY	14540119E3	N-VINYLFORMAMIDE
VINYLFORMAMIDE, N-	SY	14540119E3	N-VINYLFORMAMIDE
BEAM SET 770	TR	14540119E3	N-VINYLFORMAMIDE
PEG-5 GLYCERYL TRISTEARATE	PT	33370282E6	PEG-5 GLYCERYL TRISTEARATE
PEG-5 GLYCERYL TRISTEARATE [INCI]	SY	33370282E6	PEG-5 GLYCERYL TRISTEARATE
POLYETHYLENE GLYCOL (5) GLYCERYL TRISTEARATE	SY	33370282E6	PEG-5 GLYCERYL TRISTEARATE
POLYOXYETHYLENE (5) GLYCERYL TRISTEARATE	SY	33370282E6	PEG-5 GLYCERYL TRISTEARATE
EMALEX GWS-305	TR	33370282E6	PEG-5 GLYCERYL TRISTEARATE
SULFITE ION	PT	15744271E9	SULFITE ION
SULFITE	SY	15744271E9	SULFITE ION
SULFITE (SO32-)	SY	15744271E9	SULFITE ION
SULFITE DIANION	SY	15744271E9	SULFITE ION
SULFITE(2-)	SY	15744271E9	SULFITE ION
SULFUROUS ACID, ION(2-)	SY	15744271E9	SULFITE ION
CARIBBEAN WINGED SURFCLAM	PT	3620434E77	CARIBBEAN WINGED SURFCLAM
CARIBBEAN WINGED SURFCLAM FLESH	SY	3620434E77	CARIBBEAN WINGED SURFCLAM
MACTRELLONA ALATA FLESH	SY	3620434E77	CARIBBEAN WINGED SURFCLAM
MACTRELLONA ALATA MUSCLE	SY	3620434E77	CARIBBEAN WINGED SURFCLAM
SURFCLAM CLAM (MACTRELLONA ALATA)	SY	3620434E77	CARIBBEAN WINGED SURFCLAM
WINGED SURFCLAM FLESH	SY	3620434E77	CARIBBEAN WINGED SURFCLAM
CEROUS SALICYLATE	PT	0001H6R5H1	CEROUS SALICYLATE
CERIUM, TRIS(2-(HYDROXY-.KAPPA.O)BENZOATO-.KAPPA.O)-	SY	0001H6R5H1	CEROUS SALICYLATE
CERIUM, TRIS(2-HYDROXYBENZOATO-O1,O2)-	SY	0001H6R5H1	CEROUS SALICYLATE
CERIUM, TRIS(SALICYLATO)-	SY	0001H6R5H1	CEROUS SALICYLATE
EINECS 231-164-3	CD	00072J7XWS	GERMANIUM
GE	CD	00072J7XWS	GERMANIUM
GERMANIUM	PT	00072J7XWS	GERMANIUM
GERMANIUM [HSDB]	SY	00072J7XWS	GERMANIUM
GERMANIUM [MI]	SY	00072J7XWS	GERMANIUM
GERMANIUM [VANDF]	SY	00072J7XWS	GERMANIUM
GERMANIUM [WHO-DD]	SY	00072J7XWS	GERMANIUM
GERMANIUM METALLICUM	SY	00072J7XWS	GERMANIUM
GERMANIUM, ELEMENTAL	SY	00072J7XWS	GERMANIUM
SILVERGRAY ROCKFISH	PT	00083HM9BY	SILVERGRAY ROCKFISH
ROCKFISH (SEBASTES BREVISPINIS)	SY	00083HM9BY	SILVERGRAY ROCKFISH
SEBASTES BREVISPINIS FLESH	SY	00083HM9BY	SILVERGRAY ROCKFISH
SEBASTES BREVISPINIS MUSCLE	SY	00083HM9BY	SILVERGRAY ROCKFISH
SEBASTES BREVISPINUS FLESH	SY	00083HM9BY	SILVERGRAY ROCKFISH
SEBASTICHTHYS PRORIGER BREVISPINIS FLESH	SY	00083HM9BY	SILVERGRAY ROCKFISH
SEBASTODES BREVISPINIS FLESH	SY	00083HM9BY	SILVERGRAY ROCKFISH
SHORTSPINE ROCKFISH	SY	00083HM9BY	SILVERGRAY ROCKFISH
SILVERGRAY ROCKFISH FLESH	SY	00083HM9BY	SILVERGRAY ROCKFISH
5-(3-BROMO-4,5-DIMETHOXYBENZYL)PYRIMIDINE-2,4-DIAMINE	PT	0009YL8Y42	5-(3-BROMO-4,5-DIMETHOXYBENZYL)PYRIMIDINE-2,4-DIAMINE
3-DESMETHOXY-3-BROMO TRIMETHOPRIM	SY	0009YL8Y42	5-(3-BROMO-4,5-DIMETHOXYBENZYL)PYRIMIDINE-2,4-DIAMINE
TRIMETHOPRIM IMPURITY F [EP]	SY	0009YL8Y42	5-(3-BROMO-4,5-DIMETHOXYBENZYL)PYRIMIDINE-2,4-DIAMINE
DIHEPTYLUNDECYL ADIPATE	PT	000BPI4XCV	DIHEPTYLUNDECYL ADIPATE
DIHEPTYLUNDECYL ADIPATE [INCI]	SY	000BPI4XCV	DIHEPTYLUNDECYL ADIPATE
HEXANEDIOIC ACID, 1,6-BIS(2-HEPTYLUNDECYL) ESTER	SY	000BPI4XCV	DIHEPTYLUNDECYL ADIPATE
HEXANEDIOIC ACID, BIS(2-HEPTYLUNDECYL) ESTER	SY	000BPI4XCV	DIHEPTYLUNDECYL ADIPATE
NS-218	TR	000BPI4XCV	DIHEPTYLUNDECYL ADIPATE
SPIROFYLLINE	PT	000F949089	SPIROFYLLINE
SPIROFYLLINE [INN]	SY	000F949089	SPIROFYLLINE
SPIROFYLLINE [WHO-DD]	SY	000F949089	SPIROFYLLINE
EINECS 213-694-7	CD	000J930IO1	COBALTOUS STEARATE
COBALTOUS STEARATE	PT	000J930IO1	COBALTOUS STEARATE
OCTADECANOIC ACID, COBALT(2+) SALT (2:1)	SN	000J930IO1	COBALTOUS STEARATE
COBALT DISTEARATE	SY	000J930IO1	COBALTOUS STEARATE
COBALT(2+) OCTADECANOATE	SY	000J930IO1	COBALTOUS STEARATE
COBALT(II) STEARATE	SY	000J930IO1	COBALTOUS STEARATE
STEARIC ACID, COBALT(2+) SALT	SY	000J930IO1	COBALTOUS STEARATE
EINECS 206-277-6	CD	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
NSC-61405	CD	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE	PT	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
(4-CHLORO-3-TRIFLUOROMETHYLPHENYL)AMINE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
2-CHLORO-5-AMINOBENZOTRIFLUORIDE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
3-(TRIFLUOROMETHYL)-4-CHLOROANILINE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
4-CHLORO-.ALPHA.,.ALPHA.,.ALPHA.-TRIFLUORO-M-TOLUIDINE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
4-CHLORO-3-(TRIFLUOROMETHYL)BENZENAMINE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
5-AMINO-2-CHLOROBENZOTRIFLUORIDE	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
BENZENAMINE, 4-CHLORO-3-(TRIFLUOROMETHYL)-	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
M-TOLUIDINE, 4-CHLORO-.ALPHA.,.ALPHA.,.ALPHA.-TRIFLUORO-	SY	000N5814MR	4-CHLORO-3-(TRIFLUOROMETHYL)ANILINE
RO 23 3544/000	CD	000TKM5BBQ	ABLUKAST
RO 23-3544/000	CD	000TKM5BBQ	ABLUKAST
RO-23-3544/000	CD	000TKM5BBQ	ABLUKAST
ABLUKAST	PT	000TKM5BBQ	ABLUKAST
(+/-)-6-ACETYL-7-((5-(4-ACETYL-3-HYDROXY-2-PROPYLPHENOXY)PENTYL)OXY)-2-CHROMANCARBOXYLIC ACID	SY	000TKM5BBQ	ABLUKAST
2H-1-BENZOPYRAN-2-CARBOXYLIC ACID, 6-ACETYL-7-((5-(4-ACETYL-3-HYDROXY-2-PROPYLPHENOXY)PENTYL)OXY)-3,4-DIHYDRO-, (+/-)-	SY	000TKM5BBQ	ABLUKAST
ABLUKAST [INN]	SY	000TKM5BBQ	ABLUKAST
ABLUKAST [USAN]	SY	000TKM5BBQ	ABLUKAST
ABLUKAST [WHO-DD]	SY	000TKM5BBQ	ABLUKAST
BONEFISH	PT	001A774R6Q	BONEFISH
ALBULA ARGENTEA FLESH	SY	001A774R6Q	BONEFISH
ALBULA CONORYNCHUS FLESH	SY	001A774R6Q	BONEFISH
ALBULA FORSTERI FLESH	SY	001A774R6Q	BONEFISH
ALBULA GLOSSODONTA FLESH	SY	001A774R6Q	BONEFISH
ALBULA GOREENSIS FLESH	SY	001A774R6Q	BONEFISH
ALBULA NEOGUINAICA FLESH	SY	001A774R6Q	BONEFISH
ALBULA PARRAE FLESH	SY	001A774R6Q	BONEFISH
ALBULA PLUMIERI FLESH	SY	001A774R6Q	BONEFISH
ALBULA ROSTRATA FLESH	SY	001A774R6Q	BONEFISH
ALBULA VULPES FLESH	SY	001A774R6Q	BONEFISH
ALBULA VULPES MUSCLE	SY	001A774R6Q	BONEFISH
AMIA IMMACULATA FLESH	SY	001A774R6Q	BONEFISH
ARGENTINA GLOSSODONTA FLESH	SY	001A774R6Q	BONEFISH
ATOPICHTHYS ESUNCULUS FLESH	SY	001A774R6Q	BONEFISH
BONEFISH FLESH	SY	001A774R6Q	BONEFISH
BUTYRINUS BANANUS FLESH	SY	001A774R6Q	BONEFISH
CLUPEA BRASILIENSIS FLESH	SY	001A774R6Q	BONEFISH
CLUPEA MACROCEPHALA FLESH	SY	001A774R6Q	BONEFISH
ENGRAULIS BAHIENSIS FLESH	SY	001A774R6Q	BONEFISH
ENGRAULIS SERICUS FLESH	SY	001A774R6Q	BONEFISH
ESOX ARGENTEUS FLESH	SY	001A774R6Q	BONEFISH
ESOX VULPES FLESH	SY	001A774R6Q	BONEFISH
ESUNCULUS COSTAI FLESH	SY	001A774R6Q	BONEFISH
GLOSSODUS FORSKALII FLESH	SY	001A774R6Q	BONEFISH
TENNY	SY	001A774R6Q	BONEFISH
TEN-POUNDA	SY	001A774R6Q	BONEFISH
FEMA NO. 4559	CD	001E35HGVF	MAGNOLOL
NSC-293099	CD	001E35HGVF	MAGNOLOL
MAGNOLOL	PT	001E35HGVF	MAGNOLOL
2,2'-BICHAVICOL	SY	001E35HGVF	MAGNOLOL
2,2'-DIHYDROXY-5,5'-DIALLYLBIPHENYL	SY	001E35HGVF	MAGNOLOL
5,5'-DI-2-PROPEN-1-YL-(1,1'-BIPHENYL)-2,2'-DIOL	SY	001E35HGVF	MAGNOLOL
5,5'-DIALLYL-2,2'-BIPHENYLDIOL	SY	001E35HGVF	MAGNOLOL
DEHYDRODICHAVICOL	SY	001E35HGVF	MAGNOLOL
MAGNOLOL [HSDB]	SY	001E35HGVF	MAGNOLOL
MAGNOLOL [INCI]	SY	001E35HGVF	MAGNOLOL
MAGNOLOL [MI]	SY	001E35HGVF	MAGNOLOL
ALVESPIMYCIN	PT	001L2FE0M3	ALVESPIMYCIN
(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-19-((2-(DIMETHYLAMINO)ETHYL)AMINO)-13-HYDROXY-8,14-DIMETHOXY-4,10,12,16-TETRAMETHYL-3,20,22-TRIOXO-2-AZABICYCLO(16.3.1)DOCOSA-1(21),4,6,10,18-PENTAEN-9-YL CARBAMATE	SY	001L2FE0M3	ALVESPIMYCIN
ALVESPIMYCIN [INN]	SY	001L2FE0M3	ALVESPIMYCIN
ALVESPIMYCIN [WHO-DD]	SY	001L2FE0M3	ALVESPIMYCIN
GELDANAMYCIN, 17-DEMETHOXY-17-((2-(DIMETHYLAMINO)ETHYL)AMINO)-	SY	001L2FE0M3	ALVESPIMYCIN
EINECS 201-011-5	CD	001O2254AC	ALPHAPRODINE
ALPHAPRODINE	PT	001O2254AC	ALPHAPRODINE
(+/-)-1,3-DIMETHYL-4-PHENYL-4-PIPERIDINOL PROPIONATE (ESTER)	SY	001O2254AC	ALPHAPRODINE
4-PIPERIDINOL, 1,3-DIMETHYL-4-PHENYL-, PROPANOATE (ESTER), CIS-(+/-)-	SY	001O2254AC	ALPHAPRODINE
ALPHAPRODINE [HSDB]	SY	001O2254AC	ALPHAPRODINE
ALPHAPRODINE [INN]	SY	001O2254AC	ALPHAPRODINE
ALPHAPRODINE [MI]	SY	001O2254AC	ALPHAPRODINE
ALPHAPRODINE [VANDF]	SY	001O2254AC	ALPHAPRODINE
ALPHAPRODINE [WHO-DD]	SY	001O2254AC	ALPHAPRODINE
EINECS 237-099-7	CD	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE	PT	0020414E5U	MINOCYCLINE HYDROCHLORIDE
2-NAPHTHACENECARBOXAMIDE, 4,7-BIS(DIMETHYLAMINO)-1,4,4A,5,5A,6,11,12A-OCTAHYDRO-3,10,12,12A-TETRAHYDROXY-1,11-DIOXO-, MONOHYDROCHLORIDE, (4S-(4.ALPHA.,4A.ALPHA.,5A.ALPHA.,12A.ALPHA.))-	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
4,7-BIS(DIMETHYLAMINO)-1,4,4A,5,5A,6,11,12A-OCTAHYDRO-3,10,12,12A-TETRAHYDROXY-1,11-DIOXO-2-NAPHTHACENECARBOXAMIDE MONOHYDROCHLORIDE	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HCL	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [MART.]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [MI]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [ORANGE BOOK]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [USP]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [VANDF]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCYCLINE HYDROCHLORIDE [WHO-DD]	SY	0020414E5U	MINOCYCLINE HYDROCHLORIDE
ARESTIN	TR	0020414E5U	MINOCYCLINE HYDROCHLORIDE
DYNACIN	TR	0020414E5U	MINOCYCLINE HYDROCHLORIDE
MINOCIN	TR	0020414E5U	MINOCYCLINE HYDROCHLORIDE
SOLODYN	TR	0020414E5U	MINOCYCLINE HYDROCHLORIDE
XIMINO	TR	0020414E5U	MINOCYCLINE HYDROCHLORIDE
TARAXACUM OFFICINALE LEAF	PT	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
BLOWBALL LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
COMMON DANDELION LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
DANDELION LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
FACECLOCK LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
LION'S TOOTH LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM DENS-LEONIS LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM OFFICINALE (DANDELION) LEAF EXTRACT	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM OFFICINALE (DANDELION) LEAF EXTRACT [INCI]	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM OFFICINALE DRY LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM OFFICINALE DRY LEAF [WHO-DD]	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM OFFICINALE LEAF [WHO-DD]	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
TARAXACUM VULGARE LEAF	SY	0022LFJ74Y	TARAXACUM OFFICINALE LEAF
EINECS 212-442-3	CD	00238AP6R9	TRICHLORMETHINE HYDROCHLORIDE
TRICHLORMETHINE HYDROCHLORIDE	PT	00238AP6R9	TRICHLORMETHINE HYDROCHLORIDE
TRICHLORMETHINE HCL	SY	00238AP6R9	TRICHLORMETHINE HYDROCHLORIDE
TRICHLORMETHINE HYDROCHLORIDE [MI]	SY	00238AP6R9	TRICHLORMETHINE HYDROCHLORIDE
TRICHLORMETHINE HYDROCHLORIDE [WHO-DD]	SY	00238AP6R9	TRICHLORMETHINE HYDROCHLORIDE
EINECS 213-927-2	CD	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
NSC-92621	CD	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
BIS(TRIPROPYLTIN) OXIDE	PT	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
DISTANNOXANE, 1,1,1,3,3,3-HEXAPROPYL-	SN	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
DISTANNOXANE, HEXAPROPYL-	SN	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
TIN, OXYBIS(TRIPROPYL-	SN	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
BIS(TRIPROPYLSTANNYL) ETHER	SY	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
BIS(TRIPROPYLSTANNYL) OXIDE	SY	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
HEXAPROPYLDISTANNOXANE	SY	0023W2809K	BIS(TRIPROPYLTIN) OXIDE
METCONAZOLE, CIS-	PT	0025848ZTJ	METCONAZOLE, CIS-
CYCLOPENTANOL, 5-((4-CHLOROPHENYL)METHYL)-2,2-DIMETHYL-1-(1H-1,2,4-TRIAZOL-1-YLMETHYL)-, (1R,5S)-REL-	SN	0025848ZTJ	METCONAZOLE, CIS-
METCONAZOLE CIS-(+/-)-	SY	0025848ZTJ	METCONAZOLE, CIS-
METCONAZOLE CIS-FORM [MI]	SY	0025848ZTJ	METCONAZOLE, CIS-
CHOLYLSARCOSINE SODIUM	PT	0026F8BCCU	CHOLYLSARCOSINE SODIUM
GLYCINE, N-METHYL-N-((3.ALPHA.,5.BETA.,7.ALPHA.,12.ALPHA.)-3,7,12-TRIHYDROXY-24-OXOCHOLAN-24-YL)-, SODIUM SALT (1:1)	SN	0026F8BCCU	CHOLYLSARCOSINE SODIUM
SODIUM N-METHYLGLYCOCHOLATE	SY	0026F8BCCU	CHOLYLSARCOSINE SODIUM
SODIUM N-METHYLGLYCYLCHOLATE	SY	0026F8BCCU	CHOLYLSARCOSINE SODIUM
LAURETH-15	PT	002FR4N8OV	LAURETH-15
LAURETH-15 [INCI]	SY	002FR4N8OV	LAURETH-15
PEG-15 LAURYL ETHER	SY	002FR4N8OV	LAURETH-15
POLYETHYLENE GLYCOL (15) LAURYL ETHER	SY	002FR4N8OV	LAURETH-15
POLYOXYETHYLENE (15) LAURYL ETHER	SY	002FR4N8OV	LAURETH-15
JEECOL LA-15	TR	002FR4N8OV	LAURETH-15
PROCOL LA-15	TR	002FR4N8OV	LAURETH-15
FEMA NO. 3950, LEAF	CD	002RK9L1FN	MICHELIA ALBA LEAF OIL
MICHELIA ALBA LEAF OIL	PT	002RK9L1FN	MICHELIA ALBA LEAF OIL
MICHELIA ALBA LEAF OIL [INCI]	SY	002RK9L1FN	MICHELIA ALBA LEAF OIL
MICHELIA ALBA LEAF VOLATILE OIL	SY	002RK9L1FN	MICHELIA ALBA LEAF OIL
WHITE CHAMPACA LEAF OIL	SY	002RK9L1FN	MICHELIA ALBA LEAF OIL
WHITE SANDALWOOD LEAF OIL	SY	002RK9L1FN	MICHELIA ALBA LEAF OIL
NORTHERN KINGFISH WHOLE	PT	00338G7O3S	NORTHERN KINGFISH WHOLE
JOHNIUS SAXATILIS WHOLE	SY	00338G7O3S	NORTHERN KINGFISH WHOLE
MENTICIRRHUS FOCALIGER WHOLE	SY	00338G7O3S	NORTHERN KINGFISH WHOLE
MENTICIRRHUS SAXATILIS WHOLE	SY	00338G7O3S	NORTHERN KINGFISH WHOLE
NORTHERN KING WHITING WHOLE	SY	00338G7O3S	NORTHERN KINGFISH WHOLE
NORTHERN KINGCROAKER WHOLE	SY	00338G7O3S	NORTHERN KINGFISH WHOLE
CRA-0450 FREE BASE	PT	00344T3G2P	CRA-0450 FREE BASE
4-PYRIDINECARBOXAMIDE, 1-(8-(2,4-DICHLOROPHENYL)-2-METHYL-4-QUINOLINYL)-1,2,3,6-TETRAHYDRO-	SN	00344T3G2P	CRA-0450 FREE BASE
R-278995 FREE BASE	SY	00344T3G2P	CRA-0450 FREE BASE
HEPTAVERINE	PT	0035H8M4YL	HEPTAVERINE
HEPTAVERINE [INN]	SY	0035H8M4YL	HEPTAVERINE
HEPTAVERINE [WHO-DD]	SY	0035H8M4YL	HEPTAVERINE
N,N-DIMETHYL-.GAMMA.-PHENYL-.DELTA.(SUP 2,.GAMMA.)-NORBORNANEPROPYLAMINE	SY	0035H8M4YL	HEPTAVERINE
PEG-15 HYDROGENATED LANOLIN	PT	0037Y2U78J	PEG-15 HYDROGENATED LANOLIN
PEG-15 HYDROGENATED LANOLIN [INCI]	SY	0037Y2U78J	PEG-15 HYDROGENATED LANOLIN
POLYETHYLENE GLYCOL (15) HYDROGENATED LANOLIN	SY	0037Y2U78J	PEG-15 HYDROGENATED LANOLIN
POLYOXYETHYLENE (15) HYDROGENATED LANOLIN	SY	0037Y2U78J	PEG-15 HYDROGENATED LANOLIN
POLYCHOL WH-150	TR	0037Y2U78J	PEG-15 HYDROGENATED LANOLIN
